gvkey,fyear,act,at,bkvlps,capx,ceq,ch,che,csho,cstk,dlc,dltt,dvt,ebit,ebitda,emp,intan,invt,itcb,ivaeq,ivao,lct,lt,mib,ni,oiadp,ppegt,ppent,pstkl,pstkrv,rect,revt,sale,seq,txdb,txditc,txt,utme,xad,xopr,xrd,sich,mkvalt,prcc_f,naics,sic,marketval,log_sales,log_employee_base,log_asset_total,leverage1,leverage2,leverage3,randd,cap2asset,ebitda2asset,firmyr_patent_count,firmyr_fcitation06_mean,firmyr_fcitation06_total,firmyr_bcitation06_mean,firmyr_bcitation06_total,firmyr_nclaims_mean,firmyr_nclaims_total,firmyr_complexity_mean,firmyr_generality_mean,firmyr_originality_mean
66588,2003,17.759,97.808,4.938,17.66,86.114,4.007,6.647,17.439,0.872,0,0,0,20.035,22.618,0.155,,0.863,0,0,45.925,10.027,11.694,0,13.936,20.035,44.892,33.936,0,0,9.145,42.627,42.627,86.114,0.027,0.027,8.563,,,20.009,11.79,6794,467.8884,26.83,541711,8731,467.8884,3.752488,-1.86433,4.583006,0,0.1195608,0,2.467252,0.1805578,0.231249,5,4.21684,21.0842,398.3016,1991.508,18.8,94,5.955107,,0.9008062
66588,2004,29.569,109.781,5.3888,1.402,94.504,2.709,19.215,17.537,0.877,0,0,0,26.971,30.096,0.14,7.02,1.04,0,0,51.46,11.789,15.277,0,7.436,26.971,29.599,15.738,0,0,8.13,49.738,49.738,94.504,0,0,4.41,,,19.642,12.633,6794,416.5038,23.75,541711,8731,416.5038,3.906769,-1.966113,4.698487,0,0.1391589,0,2.536312,0.0127709,0.2741458,2,0,0,1606.915,3213.831,29.5,59,6.340046,,0.8957094
66588,2005,41.604,124.225,6.2355,2.109,115.581,3.921,24.445,18.536,0.927,0,0,0,35.749,39.482,0.135,,1.091,0,3.935,55.084,5.123,8.644,0,-8.246,35.749,28.68,14.832,0,0,14.636,62.381,62.381,115.581,0,0,12.596,,,22.899,46.349,2836,717.1578,38.69,541711,8731,717.1578,4.133261,-2.002481,4.822094,0,0.0695834,0,3.8362,0.0169773,0.3178265,2,0,0,515.1224,1030.245,11,22,7.731177,,0.8682692
66602,2000,82.986,225.485,9.8277,23.128,150.963,9.82,9.82,15.361,0.162,1.638,39,8.076,37.754,50.17,2.27,44.859,36.246,0,0,0,28.876,74.522,0,22.056,37.754,128.353,94.959,0,0,33.303,253.294,253.294,150.963,4.852,4.852,13.39,,0.931,203.124,1.082,3420,144.8322,8.9375,332510,3420,137.2889,5.534551,0.8197798,5.418253,0.0072643,0.3304965,0.1729605,0.0788112,0.10257,0.2224982,4,2.84415,11.3766,50.24665,200.9866,9.5,38,4.996626,1,0.603085
66602,2001,94.862,226.008,9.4699,13.283,143.024,33.309,33.309,15.103,0.162,0.056,49,7.553,18.228,32.997,2,41.322,30.902,0,0,0,24.53,82.984,0,7.124,18.228,127.851,85.036,0,0,25.805,211.422,211.422,143.024,7.573,7.573,5.758,,1.026,178.425,0.51,3420,195.8859,12.97,332510,3420,195.8859,5.353856,0.6931472,5.42057,0.0002478,0.3671728,0.2168065,-0.6733446,0.0587723,0.1459993,7,7.973129,55.8119,69.48898,486.4229,9,63,5.498954,0.7777777,0.6620752
66602,2002,71.342,200.092,9.3926,12.703,141.979,12.407,12.407,15.116,0.162,0.006,31,7.555,8.707,21.711,1.85,42.912,28.876,0,0,0,22.151,58.113,0,0.638,8.707,139.691,85.179,0,0,24.654,196.101,196.101,141.979,4.469,4.469,2.771,,0.879,174.39,0.659,3420,126.5209,8.37,332510,3420,126.5209,5.27863,0.6151856,5.298777,0.00003,0.2904314,0.1549287,-0.4170317,0.0634858,0.1085051,5,2.03764,10.1882,69.09844,345.4922,24.4,122,5.863603,,0.327619
66602,2003,80.222,209.454,10.2056,8.908,154.359,21.726,21.726,15.125,0.162,0,26,1.889,8.312,23.092,1.7,45.27,26.317,0,0,0,24.524,55.095,0,1.273,8.312,155.129,83.189,0,0,28.419,207.543,207.543,154.359,4.55,4.55,1.003,,0.588,184.451,0.469,3420,96.8,6.4,332510,3420,96.8,5.335339,0.5306283,5.344504,0,0.263041,0.1241323,-0.7571525,0.0425296,0.1102486,4,3.7941,15.1764,153.9858,615.9433,10.75,43,5.777201,1,0.5815018
66602,2005,80.771,188.552,9.8529,10.49,150.099,30.592,30.592,15.234,0.152,0.171,1.425,7.608,19.6,30.524,1.23,37.995,22.538,0,0,1.567,20.336,38.453,0,0.405,19.6,148.381,67.989,0,0,24.242,186.349,186.349,150.099,16.692,16.692,18.568,,0.686,155.825,0.225,3420,244.0487,16.02,332510,3420,244.0487,5.227621,0.2070142,5.239374,0.0009069,0.2039384,0.0075576,-1.491655,0.0556345,0.1618864,1,0,0,289.2736,289.2736,3,3,5.847331,,0.6428571
66616,2000,,45.35,11.6454,0,38.127,0.022,16.822,3.274,0.034,0,0,0,-71.107,-71.107,0,0,0,0,0,25.781,0,7.223,0,-69.246,-71.107,0,0,0,0,0,0,0,38.127,0.138,0.138,1.357,,,71.107,64.299,2834,94.7414,28.9375,325412,2834,94.74138,,,3.81441,0,0.1592723,0,4.163544,0,-1.56796,89,7.844672,698.1758,111.1945,9896.313,14.93258,1329,6.248857,0.3571645,0.5817214
66636,2001,11.514,13.135,0.0914,0.225,1.397,2.487,8.694,15.291,0.157,1.851,6.07,0,-8.161,-7.642,0.071,0,0.53,0,0,0,5.668,11.738,0,-8.4,-8.161,2.083,0.919,0,0,1.727,9.5,9.5,1.397,0,0,0,,0.535,17.142,3.063,7373,12.3857,0.81,541512,7373,12.38571,2.251292,-2.645075,2.57528,0.1409212,0.893643,0.4621241,1.119395,0.0171298,-0.5818043,1,0,0,155.0292,155.0292,8,8,5.495464,,0.1666666
66659,2000,2.909,3.572,0.1437,0.157,1.556,0.502,0.902,10.83,0.011,0,0,0,0.236,0.251,0.005,0.037,0.239,0,0,0,1.716,2.016,0,0.235,0.236,0.184,0.143,0,0,0.864,8.131,8.131,1.556,0,0,0.063,,0.001,7.88,,5047,62.2725,5.75,423450,5047,62.2725,2.095684,-5.298317,1.273126,0,0.5643897,0,,0.043953,0.0702688,1,0,0,36.7535,36.7535,18,18,5.733681,,0
66698,2000,479.784,499.163,6.8758,4.273,311.609,476.298,476.298,45.32,0.453,2.861,154.849,0,-34.356,-28.265,0.358,0,0,0,0,0,17.241,172.149,15.405,-26.978,-34.356,25.662,14.188,0,0,1.4,20.838,20.838,311.609,0,0,-1.4,,,49.103,40.951,8731,1237.802,27.3125,325414,2836,1237.802,3.036778,-1.027222,6.212933,0.0057316,0.3448753,0.3102173,3.712376,0.0085603,-0.0566248,17,3.725082,63.3264,27.75438,471.8244,11.64706,198,6.71061,0.6666666,0.72552
66698,2001,512.691,538.701,7.3046,11.382,355.945,235.618,508.349,48.729,0.487,2.8,152.297,0,-61.205,-54.096,0.506,6.313,0,0,0,0.19,16.56,168.857,13.899,-42.912,-61.205,36.952,19.376,0,0,0.856,23.475,23.475,355.945,0,0,-3.55,,,77.571,65.849,8731,1090.068,22.37,325414,2836,1090.068,3.155936,-0.6812186,6.289161,0.0051977,0.3134522,0.2827116,4.187364,0.0211286,-0.1004193,5,1.46224,7.3112,63.0129,315.0645,25.6,128,6.297284,1,0.8666667
66698,2002,420.848,448.529,5.5017,20.339,271.504,68.401,414.809,49.349,0.494,1.511,150.263,0,-86.363,-77.076,0.403,3.1,0,0,0,0,16.637,166.9,10.125,-90.403,-86.363,42.87,24.336,0,0,2.359,18.246,18.246,271.504,0,0,-1.503,,,95.322,81.654,8731,229.4729,4.65,325414,2836,229.4729,2.903946,-0.9088187,6.105973,0.0033688,0.3721053,0.3350129,4.402491,0.045346,-0.1718417,4,0,0,332.3889,1329.556,11.75,47,7.048513,,0.7879476
66698,2003,345.853,376.957,3.9618,6.899,197.681,42.843,343.641,49.897,0.499,0.204,150,0,-76.791,-69.491,0.327,,0,0,0,0,19.543,171.043,8.233,-74.497,-76.791,47.37,23.54,0,0,0.429,6.918,6.918,197.681,0,0,-0.429,,,76.409,64.545,2836,365.745,7.33,325414,2836,365.745,1.934127,-1.117795,5.932131,0.0005412,0.4537467,0.3979234,4.167363,0.0183018,-0.1843473,1,0,0,174.2135,174.2135,3,3,6.53894,,0.9
66708,2000,875.654,4677.822,18.3171,80.666,4475.26,523.904,601.586,244.322,0.024,21.051,0,0,4.414,169.412,2.706,3260.464,52.137,0,0,48.637,202.562,202.562,0,-687.822,4.414,179.826,132.87,0,0,172.314,1096.16,1096.16,4475.26,0,0,-3.953,,,926.748,1049.028,3674,20523.05,84,334413,3674,20523.05,6.999568,0.9954715,8.450588,0.0045002,0.0433026,0,6.955619,0.0172444,0.036216,192,25.15903,4805.375,349.435,66742.09,28.46354,5465,5.806502,0.5973975,0.6636465
66708,2001,673.731,3623.298,12.1261,71.373,3207.41,403.758,539.786,264.504,0.026,114.04,4.006,0,-1462.281,-625.035,2.728,2338.74,22.267,0,0,161.249,411.882,415.888,0,-2742.048,-1462.281,259.2,157.336,0,0,57.187,961.821,961.821,3207.41,0,0,-56.729,,,1586.856,877.929,3674,10810.28,40.87,334413,3674,10810.28,6.868828,1.003569,8.19514,0.0314741,0.1147816,0.0011056,6.777566,0.0196984,-0.1725044,286,10.70653,3062.067,312.1668,89279.7,21.98951,6289,5.68861,0.5289088,0.6065313
66708,2002,721.784,2216.153,5.9197,75.182,1644.521,389.555,502.703,277.804,0.028,112.258,1.212,0,-530.697,-383.569,2.508,1252.639,46.036,0,0,11.903,534.017,571.632,0,-2236.576,-530.697,322.082,177.557,0,0,128.215,1082.948,1082.948,1644.521,0,0,297.594,,0.009,1466.517,714.169,3674,4183.728,15.06,334413,3674,4183.728,6.987442,0.9194856,7.703528,0.0506544,0.2579389,0.0005469,6.57112,0.0339246,-0.1730788,419,6.921417,2900.074,251.4313,105349.7,22.96181,9621,5.817693,0.5135611,0.5763953
66708,2003,995.803,2017.622,4.8683,47.932,1489.805,558.669,605.965,306.022,0.031,0,0,0,-121.301,-30.353,2.729,834.319,104.047,0,0,39.171,503.576,527.817,0,-959.865,-121.301,354.108,142.113,0,0,220.124,1610.095,1610.095,1489.805,0,0,25.127,,,1640.448,653.355,3674,10410.87,34.02,334413,3674,10410.87,7.384048,1.003935,7.609675,0,0.2616035,0,6.482121,0.0237567,-0.0150439,282,4.883349,1377.104,280.7419,79169.21,20.50355,5782,5.645335,0.3838889,0.5359452
66708,2004,1584.442,2885.839,7.1586,49.931,2365.986,858.592,1182.633,330.509,0.033,0,0,0,422.491,514.181,,1079.262,128.294,0,0,98.147,497.1,519.853,0,218.745,422.491,357.15,107.16,0,0,205.135,2400.61,2400.61,2365.986,0,0,75.607,,5.3,1886.429,617.452,3674,10668.83,32.28,334413,3674,10668.83,7.783478,,7.967571,0,0.1801393,0,6.425601,0.0173021,0.1781738,258,2.922175,753.9211,427.1975,110216.9,18.83333,4859,5.657156,0.55,0.5660411
66708,2005,2335.876,3752.199,8.9847,41.767,3140.567,1437.276,1732.678,349.547,0.035,0,0,0,443.649,512.176,,1156.934,194.571,0,0,147.811,599.494,611.632,0,367.089,443.649,309.132,96.438,0,0,307.356,2670.788,2670.788,3140.567,0,0,-20.22,,0.5,2158.612,724.499,3674,16481.14,47.15,334413,3674,16481.14,7.890129,,8.230098,0,0.1630063,0,6.58548,0.0111313,0.1365002,99,0.3472697,34.3797,619.5968,61340.08,16.87879,1671,5.64397,,0.5471857
66708,2006,3351.788,4876.766,7.6446,92.477,4191.666,2158.11,2680.45,548.314,0.055,0,0,0,248.88,308.885,,1214.174,202.794,0,0,127.799,678.701,685.1,0,379.041,248.88,411.082,164.699,0,0,382.823,3667.818,3667.818,4191.666,0,0,-12.4,,0.7,3358.933,1122.214,3674,17716.03,32.31,334413,3674,17716.03,8.207353,,8.492238,0,0.1404824,0,7.023059,0.0189628,0.0633381,6,0,0,251.2554,1507.533,13.66667,82,5.945745,,0.6530247
66723,2000,60.164,78.393,2.2409,6.152,40.591,21.38,31.667,18.114,0.002,0,0,0,-18.009,-14.98,0.423,0,0,0,0,8.523,34.104,37.802,0,-11.896,-18.009,16.042,9.295,0,0,24.693,60.205,60.205,40.591,1.324,1.324,-5.417,,,75.185,14.823,7372,82.6451,4.5625,511210,7372,82.64513,4.097755,-0.8603831,4.361735,0,0.4822114,0,2.69618,0.0784764,-0.1910885,1,14.534,14.534,261.612,261.612,30,30,5.273203,1,0.3063492
66725,2000,5.158,7.637,0.5861,0.155,4.086,1.025,1.025,6.972,0.007,1.454,0,0,-4.778,-4.356,0.028,1.527,2.146,0,0,0,3.155,3.496,0.055,-4.821,-4.778,1.465,0.742,0,0,1.843,10.198,10.198,4.086,0,0,0,,1.414,14.554,,2890,20.916,3,325998,2890,20.916,2.322192,-3.575551,2.033005,0.1903889,0.4577714,0,,0.0202959,-0.570381,2,31.6491,63.2982,60.284,120.568,19,38,6.813367,0.9393939,0.9316272
66725,2001,3.918,6.114,0.3642,0.037,3.195,0.374,0.374,8.772,0.009,0.25,0,0,-4.079,-3.633,0.024,1.384,1.697,0,0,0,2.634,2.94,-0.021,-5.185,-4.079,1.502,0.52,0,0,1.697,8.181,8.181,3.195,0,0,0,,1.034,11.814,0.208,2890,20.1756,2.3,325998,2890,20.1756,2.101815,-3.729702,1.810581,0.0408898,0.4808636,0,-1.570217,0.0060517,-0.59421,1,0,0,60.7056,60.7056,15,15,7.664992,,0.75
66728,2000,50.313,58.024,5.005,2.892,47.808,11.067,29.285,9.552,0.096,0.253,0.316,0,-20.465,-18.273,0.2,0,12.325,0,0.112,0.88,9.779,10.216,0,-18.972,-20.465,9.827,5.98,0,0,7.632,32.037,32.037,47.808,0,0,0,,4.2,50.31,11.835,8731,121.788,12.75,334510,3845,121.788,3.466892,-1.609438,4.060857,0.0043603,0.1760651,0.005446,2.471061,0.0498414,-0.3149214,5,11.0736,55.368,20.67072,103.3536,17.2,86,5.993514,0.4333333,0.3266667
66728,2001,56.435,63.178,4.9004,1.981,55.683,33.116,33.116,11.363,0.114,0.131,0.185,0,-16.391,-14.115,0.25,0,8.299,0,,0.188,7.109,7.495,0,-16.409,-16.391,11.808,5.685,0,0,14.003,45.695,45.695,55.683,0,0,0,,4.3,59.81,12.715,8731,291.9155,25.69,334510,3845,291.9155,3.821989,-1.386294,4.145956,0.0020735,0.1186331,0.0029282,2.542782,0.0313559,-0.2234164,1,29.6808,29.6808,54.4148,54.4148,66,66,6.039074,0.6,0.1818181
66728,2002,69.627,105.877,6.5244,2.808,92.614,26.381,36.4,14.195,0.142,0.136,0.088,0,-8.27,-5.714,0.35,0,11.787,0,0,29.421,12.922,13.263,0,-7.731,-8.27,14.616,6.092,0,0,20.101,73.035,73.035,92.614,0,0,0,,4.7,78.749,12.126,8731,185.5287,13.07,334510,3845,185.5287,4.290939,-1.049822,4.662278,0.0012845,0.125268,0.0008312,2.495352,0.0265213,-0.0539683,3,3.297867,9.8936,129.8101,389.4302,23.33333,70,5.910715,1,0.4088551
66728,2003,68.294,109.09,6.5415,1.924,95.33,13.683,26.777,14.573,0.146,0.088,0,0,-3.116,-0.623,0.34,0,14.148,0,0.004,34.239,13.485,13.76,0,-1.784,-3.116,16.612,5.564,0,0,25.849,84.77,84.77,95.33,0,0,0,,5,85.393,11.179,8731,313.1738,21.49,334510,3845,313.1738,4.439942,-1.07881,4.692173,0.0008067,0.1261344,0,2.414037,0.0176368,-0.0057109,3,9.800933,29.4028,188.946,566.8379,28.66667,86,6.088128,0,0.2730524
100004,2000,1053.789,1680.647,24.0807,158.296,923.833,157.26,458.549,38.364,93.73,52.613,41.688,45.465,276.459,374.037,8.557,135.681,235.884,0,1.339,4.199,420.306,750.238,6.576,166.587,276.459,904.311,448.299,0,0,298.131,1815.297,1815.297,923.833,18.556,18.556,137.703,,,1441.26,205.827,2834,,,325,2800,,7.504004,2.14675,7.426934,0.0313052,0.4463983,0.0248047,5.327036,0.0941875,0.2225554,4,0,0,53.8058,215.2232,13.25,53,7.357628,,0.6666667
100004,2001,992.267,1892.856,7.7001,211.048,1056.312,226.489,324.609,137.181,124.97,61.224,51.564,92.899,383.912,475.635,9.01,158.856,243.299,0,2.026,186.606,471.739,828.414,8.13,304.836,383.912,998.748,515.403,0,0,358.393,2054.047,2054.047,1056.312,17.648,17.648,192.349,,138.322,1578.412,253.365,2834,,,325,2800,,7.627567,2.198335,7.545842,0.0323448,0.4376529,0.0272414,5.534831,0.1114971,0.251279,15,2.733387,41.0008,50.80315,762.0473,14.73333,221,6.582093,,0.3735931
100004,2002,1550.167,2378.857,9.6066,236.13,1310.942,338.533,611.822,136.463,147.209,66.524,55.642,100.951,540.396,669.047,9.853,168.603,316.81,0,2.315,12.687,623.271,1059.41,8.505,340.142,540.396,1203.683,639.667,0,0,467.647,2735.199,2735.199,1310.942,27.26,27.26,211.973,,174.051,2066.152,387.039,2834,,45.6,325,2800,6222.713,7.91396,2.287776,7.774375,0.0279647,0.4453441,0.0233902,5.958526,0.099262,0.2812473,21,1.690214,35.4945,46.01604,966.3369,11,231,7.225105,1,0.3628205
100004,2003,2001.632,3189.38,13.362,330.578,1820.802,362.378,730.22,136.267,176.862,76.216,45.314,129.052,667.534,771.585,10.073,272.6,401.348,0,2.7,28.633,1068.232,1360.447,8.131,434.876,667.534,1600.905,865.454,0,0,621.432,3445.011,3445.011,1820.802,41.938,41.938,296.285,,245.264,2673.426,518.83,2834,,60.3,325,2800,8216.9,8.144682,2.309859,8.067582,0.0238968,0.4265553,0.0142078,6.251576,0.1036496,0.2419232,4,0,0,88.39023,353.5609,13.75,55,6.267252,,0.781746
100004,2004,2171.847,3653.951,16.6197,306.037,2248.391,428.697,785.376,135.285,190.074,59.539,18.653,153.326,828.369,986.061,10.783,300.767,444.794,0,2.901,59.412,809.807,1403.284,2.276,528.907,828.369,1880.775,1032.914,0,0,754.784,4098.204,4098.204,2248.391,10.864,10.864,314.862,,338.179,3112.143,602.506,2834,,63,325,2800,8522.955,8.318304,2.377971,8.203565,0.0162944,0.3840457,0.0051049,6.401098,0.0837551,0.2698616,3,0,0,169.0225,507.0675,30,90,6.03417,,0.3111111
100011,2002,3929.356,7628.12,3.948,205.831,1092.606,261.544,261.544,276.75,428.685,1502.72,2748.537,218.212,862.014,1036.893,12.113,2036.641,2014.975,0,109.88,194.998,3084.367,6411.706,123.808,606.659,862.014,2127.95,1357.245,0,0,1026.059,4172.33,4172.33,1092.606,222.854,222.854,256.902,,612.85,3135.437,,2085,,25.85,312140,2085,7153.987,8.33623,2.494279,8.939597,0.1969974,0.8405355,0.3603164,,0.0269832,0.1359303,3,13.5377,40.6131,189.5278,568.5834,31,93,5.582602,,0.5714285
100039,2000,12967.98,23752.21,14.0562,997.105,5260.661,477.959,3060.871,374.26,1389.04,4898.177,4676.008,90.548,859.605,1805.484,86.009,0,3477.798,0,198.726,2632.201,11803.85,18097.27,394.282,340.331,859.605,13402.86,5645.984,0,0,5570.637,18072.56,18072.56,5260.661,0,0,210.194,,,16267.07,877.758,3579,,31.25,333313,3579,11695.63,9.80215,4.454452,10.07543,0.2062198,0.7619193,0.1968662,6.777371,0.0419795,0.0760133,452,9.19138,4154.503,77.54557,35050.6,12.11947,5478,5.925431,0.4454139,0.4471929
100039,2001,11018.19,20674.5,12.1048,1104.444,4527.632,591.917,2454.797,374.035,1295.045,4657.429,4117.443,84.354,399.053,1342.233,80.5,0,3042.767,0,273.083,2001.391,9897.316,15814.01,332.857,12.985,399.053,12496.96,4978.346,0,0,4838.474,15880.65,15880.65,4527.632,0,0,17.948,,,14538.42,804.842,3579,,22.99,333313,3579,8599.064,9.672857,4.388257,9.936657,0.225274,0.7649042,0.1991556,6.690646,0.0534206,0.0649221,424,5.231798,2218.282,69.43707,29441.32,11.1533,4729,5.93205,0.394554,0.4450814
100039,2002,12299.74,22871.05,10.807,756.525,4009.933,1215.967,2909.009,371.05,1435.35,4669.942,4862.967,93.092,652.492,652.492,79.025,0,2843.55,0,293.858,1863.367,11052.02,18487.91,373.208,-606.808,652.492,13545.97,5224.958,0,0,5670.125,18948.96,18948.96,4009.933,0,0,-113.308,,,18296.47,1006.942,3579,,13.69,333313,3579,5079.674,9.849504,4.369764,10.03763,0.2041857,0.8083542,0.2126254,6.914673,0.0330778,0.0285292,413,3.870801,1598.641,97.95455,40455.23,11.35109,4688,5.97748,0.4806173,0.4410512
100039,2003,13912.63,24939.88,12.6448,1040.84,4691.528,960.953,2770.208,371.023,1624.924,5164.661,5302.424,105.019,901.424,1974.867,82.337,92.537,3152.962,0,379.792,1896,12484.8,19797.07,451.274,126.415,901.424,15356.84,5885.764,0,0,6945.5,24527.73,24527.73,4691.528,0,0,269.189,,149.302,22552.86,1181.189,3579,,24.75,333313,3579,9182.819,10.10756,4.41082,10.12422,0.2070845,0.793792,0.2126083,7.074277,0.041734,0.0791851,252,2.851467,718.5696,130.2778,32829.99,12.0119,3027,5.90445,0.2638889,0.5015873
100039,2004,13956.69,24305.39,7.2628,903.112,2694.094,1159.374,2846.019,370.946,1609.739,5118.056,6352.598,52,395.476,1550.056,96.023,347.831,3588.561,0,523.981,3056.187,12771.29,21144.36,466.944,-1603.215,395.476,14513.95,5712.44,0,0,6628.784,24173.7,24173.7,2694.094,0,0,997.243,,138.869,22623.64,1232.037,3579,,15.41,333313,3579,5716.278,10.09302,4.564588,10.09845,0.2105729,0.869945,0.2613658,7.116424,0.0371569,0.0637742,157,0.8533611,133.9777,170.9867,26844.91,9.528663,1496,6.025502,0,0.3997814
100080,2000,14511.03,34220.2,20.7468,2485.004,15152.23,460.951,660.915,730.342,1755.556,3625.645,2631.456,959.454,2528.189,4536.282,118.932,4546.608,5721.986,0,,2024.053,9249.996,18845.47,222.496,1704.861,2528.189,29796.57,12528.29,0,0,6483.353,27915.22,27915.22,15152.23,156.78,156.78,1077.742,,,23378.94,2236.222,2800,,52.669,325,2800,38466.38,10.23693,4.778552,10.44057,0.1059504,0.5507119,0.0768977,7.712543,0.072618,0.1325615,442,3.814904,1686.188,47.82954,21140.66,11.75113,5194,6.320678,0.5335124,0.6147965
100080,2001,12862.83,32968.41,20.6236,2329.392,15062.27,639.982,686.267,730.342,1664.487,3835.441,2733.497,909.682,1624.433,3863.925,116.9,4425.578,5178.601,0,,2799.365,8554.751,17818.91,87.23,858.947,1624.433,28385.29,12054.62,0,0,5218.657,27677.66,27677.66,15062.27,1101.944,1101.944,137.075,,,23813.73,2214.569,2800,,31.786,325,2800,23214.65,10.22838,4.761319,10.40331,0.1163368,0.5404844,0.0829126,7.702813,0.0706553,0.1172008,542,2.794244,1514.48,87.96534,47677.21,11.78782,6389,6.291279,0.5648629,0.6136733
100080,2002,17709.16,43714.06,22.0154,2347.592,16078.75,804.2,834.607,730.342,1960.695,2978.789,7672.922,688.865,2098.049,5571.73,122.6,9248.819,6649.586,0,,2304.603,10243.84,27509.49,125.82,1111.41,2098.049,31669.94,13039.14,0,0,6520.621,33860.26,33860.26,16078.75,2571.971,2571.971,-112.19,,1101.974,28288.53,2654.802,2800,,21.65,325,2800,15811.9,10.43,4.808927,10.68542,0.0681426,0.6293054,0.1755253,7.884125,0.0537034,0.1274585,502,1.936998,972.3731,111.0571,55750.64,11.93028,5989,6.354372,0.427265,0.5877063
100080,2003,22262.68,47169.47,21.0651,2082.285,15384.72,3444.02,3606.521,730.342,2355.639,2913.686,8960.247,827.623,1066.967,7031.647,115.4,8205.686,7413.334,0,,2243.526,11824.8,31629.81,154.943,-1714.452,1066.967,36395.25,12517.64,0,0,7265.95,37444.58,37444.58,15384.72,1841.681,1841.681,-812.506,,1297.491,30412.94,3040.916,2800,,29.41,325,2800,21479.36,10.53062,4.748405,10.7615,0.0617706,0.6705568,0.1899586,8.019914,0.0441448,0.149072,217,1.000286,217.0621,205.4595,44584.71,12.31336,2672,6.280182,0.2857143,0.6404939
100080,2004,26462.73,51179.05,22.7406,1693.604,16608.42,4833.066,4872.326,730.342,2531.606,3526.649,9634.995,494.137,2626.372,5769.896,113.825,8145.815,8413.867,0,,2239.185,13386.37,34420.36,150.272,816.341,2626.372,38483.12,12433.3,0,0,8767.209,41374.84,41374.84,16608.42,1688.189,1688.189,521.213,,1365.984,35604.94,2852.457,2800,,33.98,325,2800,24817.02,10.63043,4.734662,10.84309,0.0689081,0.6725479,0.1882605,7.955936,0.0330917,0.1127394,66,0,0,255.6334,16871.8,14.24242,940,6.383876,,0.6215878
100080,2005,19648.25,43486.19,17.9606,1644.854,13117.38,3896.018,4213.384,730.342,2214.454,2092.481,8508.477,476.048,3707.73,5880.737,93.163,9104.13,6517.836,0,1004.202,1844.984,10959.77,30274.07,94.736,1891.167,3707.73,26996.21,9853.727,0,0,8674.265,33019.05,33019.05,13117.38,110.131,110.131,759.072,,1447.092,27138.31,2233.401,2800,,41.76,325,2800,30499.08,10.40484,4.534351,10.6802,0.0481183,0.6961767,0.1956593,7.711281,0.0378247,0.1352323,12,0,0,249.5149,2994.179,7.916667,95,6.115906,,0.3317758
100095,2000,1043.111,1711.002,6.4134,73.728,590.872,55.483,80.458,92.131,172.282,255.282,184.694,64.307,273.378,325.421,11.938,304.484,326.019,0,19.142,22.433,851.687,1116.69,3.44,161.364,273.378,590.125,321.832,0,0,568.29,3744.134,3744.134,590.872,34.547,34.547,97.059,,,3418.713,,5110,,31,424130,5110,2856.061,8.227945,2.479727,7.444834,0.1492003,0.6526527,0.1079449,,0.0430905,0.1901932,1,3.7922,3.7922,18.961,18.961,24,24,4.949357,,0.4
100103,2001,4125.614,16205.07,8.1595,1248.812,3113.659,1047.381,1052.277,381.6,869.539,884.492,3482.427,203.833,-61.773,1022.992,87.975,1661.46,341.531,0,1375.917,469.439,5464.769,13064.62,26.792,-563.611,-61.773,16387.36,8243.127,0,0,2006.642,15556.1,15556.1,3113.659,103.163,103.163,-180.157,,129.599,14533.11,,4512,,13.445,481111,4512,5130.612,9.652208,4.477053,9.69308,0.0545812,0.8062057,0.2148973,,0.077063,0.0631279,1,7.5862,7.5862,22.7586,22.7586,21,21,3.735801,1,0.9333333
100114,2000,7008.441,17123.07,4.7096,820.182,6558.618,79.464,723.69,1392.595,197.241,1996.533,3221.13,210.012,190.146,1441.704,47,7655.505,2442.099,0,188.727,649.902,5614.983,10351.61,212.85,-384.549,190.146,2830.905,1620.498,0,0,3433.98,9850.698,9850.698,6558.618,0,0,290.895,,,8408.994,949.311,3661,,10,334418,3661,13925.95,9.195297,3.850147,9.748182,0.116599,0.6045413,0.1881164,6.855736,0.0478992,0.0841966,103,13.2962,1369.509,81.24069,8367.791,20.26214,2087,5.536198,0.63054,0.6957434
100114,2001,4853.55,7203.375,-1.59,514.425,-2220.15,1895.25,1979.325,1396.32,199.5,3471.3,2569.275,0,-1289.625,-326.325,25,1249.725,1026,0,277.875,78.375,5796.9,9406.425,17.1,-8371.875,-1289.625,1900.95,743.85,0,0,1692.9,6141.75,6141.75,-2220.15,25.65,25.65,299.25,,,6468.075,894.9,3661,,0.23,334418,3661,321.1536,8.722865,3.218876,8.882305,0.4818991,1.305836,0.3566765,6.796712,0.0714144,-0.0453017,40,7.506308,300.2523,75.88364,3035.345,19.95,798,5.2231,0.6008607,0.553664
100114,2002,3165.895,4591.732,-3.6745,67.897,-5265.965,1828.482,1828.482,1433.125,225.797,7492.355,47.37,0,-48.949,328.432,15.3,942.663,369.486,0,74.213,25.264,8749.239,9852.96,4.737,-1806.376,-48.949,1457.417,383.697,0,0,918.978,3161.158,3161.158,-5265.965,9.474,9.474,-292.115,,,2832.726,516.333,3661,,0.055,334418,3661,78.82188,8.058694,2.727853,8.432013,1.631706,2.145805,0.0103164,6.246752,0.0147868,0.0715268,38,4.273292,162.3851,129.877,4935.326,15.81579,601,5.407929,0.45,0.559521
